learner_id,certification_id,module_id,module_name,completion_status,completion_score,completed_on,source_system
L08033,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,100,2026-02-22,LMS
L08033,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L08033,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,96,2026-03-14,LMS
L08034,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,100,2026-05-27,LMS
L08034,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L08034,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,83,2026-04-25,LMS
L08035,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,77,2026-04-16,LMS
L08035,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,76,2026-05-10,LMS
L08035,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L08036,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,76,2026-02-09,LMS
L08036,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,74,2026-03-07,LMS
L08036,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L08037,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,87,2026-02-09,LMS
L08037,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L08037,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,68,2026-03-24,LMS
L08038,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,73,2026-04-21,LMS
L08038,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L08038,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,71,2026-04-11,LMS
L08039,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,72,2026-04-27,LMS
L08039,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,77,2026-04-06,LMS
L08039,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,68,2026-04-01,LMS
L08040,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,72,2026-03-12,LMS
L08040,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,71,2026-02-27,LMS
L08040,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,73,2026-02-19,LMS
L08041,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,87,2026-03-05,LMS
L08041,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L08041,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L08042,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L08042,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,84,2026-06-04,LMS
L08042,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,91,2026-03-07,LMS
L08043,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,87,2026-05-13,LMS
L08043,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,77,2026-04-11,LMS
L08043,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,66,2026-04-09,LMS
L08044,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,69,2026-03-13,LMS
L08044,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,66,2026-03-08,LMS
L08044,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,78,2026-04-05,LMS
L08045,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,73,2026-02-25,LMS
L08045,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,77,2026-06-02,LMS
L08045,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L08046,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,100,2026-06-02,LMS
L08046,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,95,2026-03-13,LMS
L08046,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L08047,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L08047,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L08047,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,66,2026-05-28,LMS
L08048,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,82,2026-04-16,LMS
L08048,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L08048,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L08049,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,84,2026-05-15,LMS
L08049,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,94,2026-06-05,LMS
L08049,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,85,2026-02-26,LMS
L08050,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,67,2026-05-10,LMS
L08050,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,68,2026-05-17,LMS
L08050,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,75,2026-03-24,LMS
L08051,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,75,2026-03-30,LMS
L08051,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,72,2026-05-23,LMS
L08051,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,79,2026-04-27,LMS
L08052,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L08052,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,75,2026-03-18,LMS
L08052,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,86,2026-04-17,LMS
L08053,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,81,2026-03-17,LMS
L08053,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,81,2026-04-23,LMS
L08053,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,80,2026-05-04,LMS
L08054,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,73,2026-05-05,LMS
L08054,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,87,2026-02-24,LMS
L08054,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,75,2026-03-04,LMS
L08055,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,98,2026-05-03,LMS
L08055,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,90,2026-02-17,LMS
L08055,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L08056,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L08056,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L08056,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,69,2026-03-01,LMS
L08057,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,70,2026-03-14,LMS
L08057,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,75,2026-02-21,LMS
L08057,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L08058,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,81,2026-03-06,LMS
L08058,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,94,2026-03-27,LMS
L08058,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,93,2026-04-18,LMS
L08059,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,67,2026-05-28,LMS
L08059,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,90,2026-05-04,LMS
L08059,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,78,2026-04-01,LMS
L08060,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,93,2026-04-28,LMS
L08060,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,74,2026-05-16,LMS
L08060,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,76,2026-05-14,LMS
L08061,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,97,2026-05-29,LMS
L08061,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,94,2026-03-01,LMS
L08061,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L08062,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L08062,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,96,2026-03-31,LMS
L08062,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,81,2026-04-23,LMS
L08063,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,67,2026-05-03,LMS
L08063,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,66,2026-04-11,LMS
L08063,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,90,2026-05-08,LMS
L08064,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,69,2026-02-28,LMS
L08064,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,95,2026-04-30,LMS
L08064,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,69,2026-03-18,LMS
L08065,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L08065,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,74,2026-05-02,LMS
L08065,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L08066,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,85,2026-05-23,LMS
L08066,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,69,2026-03-30,LMS
L08066,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,85,2026-05-16,LMS
L08067,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,71,2026-05-16,LMS
L08067,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,73,2026-03-31,LMS
L08067,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,78,2026-04-12,LMS
L08068,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,77,2026-02-09,LMS
L08068,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,66,2026-05-19,LMS
L08068,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,100,2026-02-24,LMS
L08069,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,65,2026-02-07,LMS
L08069,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L08069,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L08070,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L08070,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,73,2026-03-09,LMS
L08070,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,99,2026-05-31,LMS
L08071,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,95,2026-03-29,LMS
L08071,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,100,2026-06-04,LMS
L08071,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,89,2026-05-11,LMS
L08072,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,66,2026-02-24,LMS
L08072,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,95,2026-03-03,LMS
L08072,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,96,2026-05-13,LMS
L08073,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,74,2026-03-13,LMS
L08073,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,89,2026-03-12,LMS
L08073,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L08074,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,92,2026-02-09,LMS
L08074,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L08074,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,83,2026-05-15,LMS
L08075,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,75,2026-06-04,LMS
L08075,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,88,2026-05-14,LMS
L08075,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L08076,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,86,2026-02-21,LMS
L08076,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,66,2026-03-18,LMS
L08076,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L08077,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,90,2026-02-15,LMS
L08077,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,86,2026-04-28,LMS
L08077,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,68,2026-03-17,LMS
L08078,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L08078,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L08078,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,88,2026-05-18,LMS
L08079,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,94,2026-04-30,LMS
L08079,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L08079,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L08080,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L08080,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L08080,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L08081,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,97,2026-04-08,LMS
L08081,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,94,2026-05-08,LMS
L08081,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,85,2026-02-22,LMS
L08082,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,100,2026-02-26,LMS
L08082,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,80,2026-03-11,LMS
L08082,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,70,2026-03-06,LMS
L08083,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,99,2026-02-28,LMS
L08083,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,68,2026-03-04,LMS
L08083,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,68,2026-05-01,LMS
L08084,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,90,2026-02-17,LMS
L08084,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,71,2026-04-26,LMS
L08084,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,92,2026-05-22,LMS
L08085,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L08085,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,80,2026-03-11,LMS
L08085,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,81,2026-02-13,LMS
L08086,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,95,2026-06-01,LMS
L08086,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,94,2026-03-20,LMS
L08086,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,97,2026-03-13,LMS
L08087,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L08087,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L08087,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L08088,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,83,2026-04-18,LMS
L08088,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,86,2026-02-24,LMS
L08088,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,93,2026-03-29,LMS
L08089,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,73,2026-03-12,LMS
L08089,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,90,2026-02-26,LMS
L08089,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,75,2026-04-16,LMS
L08090,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,98,2026-05-02,LMS
L08090,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,97,2026-04-14,LMS
L08090,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,99,2026-03-23,LMS
L08091,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L08091,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,79,2026-05-11,LMS
L08091,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,84,2026-04-08,LMS
L08092,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,82,2026-02-18,LMS
L08092,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,100,2026-06-02,LMS
L08092,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,73,2026-04-05,LMS
L08093,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L08093,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,79,2026-05-30,LMS
L08093,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,89,2026-04-08,LMS
L08094,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,88,2026-05-28,LMS
L08094,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,86,2026-03-08,LMS
L08094,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,85,2026-05-07,LMS
L08095,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,74,2026-03-25,LMS
L08095,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L08095,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L08096,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L08096,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,87,2026-02-17,LMS
L08096,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,67,2026-05-13,LMS
L08097,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,80,2026-05-28,LMS
L08097,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,98,2026-03-07,LMS
L08097,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L08098,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,76,2026-05-10,LMS
L08098,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,69,2026-04-19,LMS
L08098,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L08099,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,65,2026-03-28,LMS
L08099,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,100,2026-03-03,LMS
L08099,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,71,2026-03-01,LMS
L08100,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,96,2026-05-31,LMS
L08100,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,92,2026-05-12,LMS
L08100,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,75,2026-02-11,LMS
L08101,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,74,2026-06-04,LMS
L08101,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,75,2026-02-16,LMS
L08101,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,76,2026-02-18,LMS
L08102,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,88,2026-06-04,LMS
L08102,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,85,2026-04-23,LMS
L08102,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L08103,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L08103,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,83,2026-05-03,LMS
L08103,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,66,2026-05-10,LMS
L08104,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L08104,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L08104,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,96,2026-04-28,LMS
L08105,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,80,2026-03-14,LMS
L08105,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,73,2026-04-03,LMS
L08105,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,73,2026-02-19,LMS
L08106,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,88,2026-05-18,LMS
L08106,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L08106,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L08107,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,98,2026-04-04,LMS
L08107,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L08107,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,90,2026-03-26,LMS
L08108,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,71,2026-03-17,LMS
L08108,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,88,2026-03-31,LMS
L08108,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,70,2026-05-26,LMS
L08109,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,100,2026-02-09,LMS
L08109,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,66,2026-03-31,LMS
L08109,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,95,2026-03-28,LMS
L08110,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,91,2026-05-17,LMS
L08110,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,99,2026-05-06,LMS
L08110,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L08111,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L08111,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,71,2026-05-28,LMS
L08111,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L08112,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,99,2026-05-10,LMS
L08112,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L08112,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L08113,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L08113,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,84,2026-03-12,LMS
L08113,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,82,2026-03-21,LMS
L08114,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,83,2026-02-14,LMS
L08114,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,67,2026-02-22,LMS
L08114,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,88,2026-04-19,LMS
L08115,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,85,2026-05-20,LMS
L08115,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,98,2026-03-03,LMS
L08115,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,79,2026-03-17,LMS
L08116,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,97,2026-04-26,LMS
L08116,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,84,2026-04-14,LMS
L08116,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,82,2026-05-09,LMS
L08117,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,100,2026-05-19,LMS
L08117,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,99,2026-03-31,LMS
L08117,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,92,2026-03-25,LMS
L08118,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,96,2026-02-09,LMS
L08118,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,74,2026-05-21,LMS
L08118,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,85,2026-05-09,LMS
L08119,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,70,2026-05-11,LMS
L08119,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L08119,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L08120,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,81,2026-05-14,LMS
L08120,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L08120,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,68,2026-04-08,LMS
L08121,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,89,2026-02-14,LMS
L08121,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,66,2026-03-01,LMS
L08121,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,72,2026-05-17,LMS
L08122,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,73,2026-05-03,LMS
L08122,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,95,2026-04-25,LMS
L08122,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,82,2026-05-03,LMS
L08123,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,80,2026-04-14,LMS
L08123,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,74,2026-02-08,LMS
L08123,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,80,2026-05-13,LMS
L08124,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,78,2026-04-26,LMS
L08124,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,81,2026-04-27,LMS
L08124,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,92,2026-04-19,LMS
L08125,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,82,2026-03-04,LMS
L08125,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,76,2026-05-05,LMS
L08125,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,94,2026-04-25,LMS
L08126,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,95,2026-05-28,LMS
L08126,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,76,2026-02-20,LMS
L08126,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,97,2026-03-26,LMS
