learner_id,employee_id,certification_id,canonical_term,lms_claimed_ready,truth_certification_ready,block_reason,risk_level,recommended_action,evaluated_on
L07557,E07557,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L07558,E07558,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07561,E07561,cert-enterprise-ai-safety,Certification Ready,True,False,Manager approval missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07566,E07566,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07567,E07567,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07572,E07572,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07575,E07575,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07577,E07577,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07578,E07578,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07580,E07580,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07582,E07582,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L07585,E07585,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07586,E07586,cert-enterprise-ai-safety,Certification Ready,True,False,Manager approval missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07588,E07588,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07591,E07591,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07593,E07593,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07594,E07594,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L07596,E07596,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07597,E07597,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07599,E07599,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07604,E07604,cert-enterprise-ai-safety,Certification Ready,True,False,Assessment below 80,medium,Block certification release until missing evidence is resolved,2026-06-06
L07610,E07610,cert-enterprise-ai-safety,Certification Ready,True,False,Assessment below 80; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07611,E07611,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07612,E07612,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07617,E07617,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07619,E07619,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07625,E07625,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07627,E07627,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07632,E07632,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07634,E07634,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07635,E07635,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L07636,E07636,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07639,E07639,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07643,E07643,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07645,E07645,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07650,E07650,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07653,E07653,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07656,E07656,cert-enterprise-ai-safety,Certification Ready,True,False,Manager approval missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07657,E07657,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07658,E07658,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07662,E07662,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07663,E07663,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L07665,E07665,cert-enterprise-ai-safety,Certification Ready,True,False,Assessment below 80,medium,Block certification release until missing evidence is resolved,2026-06-06
L07667,E07667,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07669,E07669,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L07670,E07670,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07673,E07673,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L07675,E07675,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07676,E07676,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07677,E07677,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07679,E07679,cert-enterprise-ai-safety,Certification Ready,True,False,Assessment below 80,medium,Block certification release until missing evidence is resolved,2026-06-06
L07680,E07680,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07681,E07681,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07683,E07683,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07684,E07684,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07688,E07688,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07689,E07689,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing; Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L07691,E07691,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07694,E07694,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07696,E07696,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07698,E07698,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07700,E07700,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07703,E07703,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L07704,E07704,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07705,E07705,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07713,E07713,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07715,E07715,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L07719,E07719,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07720,E07720,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07721,E07721,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07724,E07724,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07726,E07726,cert-enterprise-ai-safety,Certification Ready,True,False,Manager approval missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07732,E07732,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07733,E07733,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07735,E07735,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07738,E07738,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Assessment below 80; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07740,E07740,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07742,E07742,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07743,E07743,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07744,E07744,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Assessment below 80; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07747,E07747,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07748,E07748,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07752,E07752,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L07757,E07757,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L07758,E07758,cert-enterprise-ai-safety,Certification Ready,True,False,Assessment below 80,medium,Block certification release until missing evidence is resolved,2026-06-06
L07759,E07759,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L07762,E07762,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07763,E07763,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07764,E07764,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07766,E07766,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L07768,E07768,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07769,E07769,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07770,E07770,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07771,E07771,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07772,E07772,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07774,E07774,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L07775,E07775,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07777,E07777,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07778,E07778,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L07779,E07779,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L07782,E07782,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07785,E07785,cert-enterprise-ai-safety,Certification Ready,True,False,Manager approval missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07786,E07786,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07790,E07790,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07793,E07793,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07794,E07794,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07797,E07797,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L07800,E07800,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07801,E07801,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07803,E07803,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07805,E07805,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07806,E07806,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07807,E07807,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing; Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L07812,E07812,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07813,E07813,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07816,E07816,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L07817,E07817,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07818,E07818,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07821,E07821,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07825,E07825,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L07829,E07829,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07831,E07831,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07832,E07832,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L07833,E07833,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L07834,E07834,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07835,E07835,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07838,E07838,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07839,E07839,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07846,E07846,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07848,E07848,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L07850,E07850,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07853,E07853,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07855,E07855,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07856,E07856,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Assessment below 80; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07858,E07858,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07860,E07860,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07862,E07862,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07863,E07863,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07865,E07865,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07869,E07869,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Assessment below 80; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07873,E07873,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07879,E07879,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L07880,E07880,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07882,E07882,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07885,E07885,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing; Required lab missing; Assessment below 80; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07887,E07887,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07888,E07888,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07889,E07889,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07890,E07890,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L07891,E07891,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07893,E07893,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07895,E07895,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07896,E07896,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07898,E07898,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07899,E07899,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07900,E07900,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07901,E07901,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07904,E07904,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07905,E07905,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07906,E07906,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07907,E07907,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L07911,E07911,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07912,E07912,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07918,E07918,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07919,E07919,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07924,E07924,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07925,E07925,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07928,E07928,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07930,E07930,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L07932,E07932,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L07933,E07933,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07934,E07934,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07936,E07936,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07940,E07940,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07944,E07944,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Assessment below 80; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07945,E07945,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L07946,E07946,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07947,E07947,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07948,E07948,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07950,E07950,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07951,E07951,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L07954,E07954,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07958,E07958,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07960,E07960,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L07963,E07963,cert-enterprise-ai-safety,Certification Ready,True,False,Assessment below 80,medium,Block certification release until missing evidence is resolved,2026-06-06
L07965,E07965,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07967,E07967,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07968,E07968,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L07971,E07971,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07972,E07972,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L07975,E07975,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07977,E07977,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L07978,E07978,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
