learner_id,certification_id,lab_id,lab_name,completion_status,completed_on,source_system
L07255,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,failed,2026-04-29,LabPlatform
L07255,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-06-03,LabPlatform
L07256,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-17,LabPlatform
L07256,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-03,LabPlatform
L07257,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-22,LabPlatform
L07257,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-21,LabPlatform
L07258,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-26,LabPlatform
L07258,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07259,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L07259,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07260,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-13,LabPlatform
L07260,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07261,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-04,LabPlatform
L07261,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07262,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-08,LabPlatform
L07262,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-02,LabPlatform
L07263,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-15,LabPlatform
L07263,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07264,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-15,LabPlatform
L07264,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-30,LabPlatform
L07265,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L07265,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,failed,2026-06-01,LabPlatform
L07266,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L07266,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07267,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-11,LabPlatform
L07267,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-21,LabPlatform
L07268,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L07268,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,failed,2026-03-09,LabPlatform
L07269,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-18,LabPlatform
L07269,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-09,LabPlatform
L07270,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-07,LabPlatform
L07270,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07271,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-05,LabPlatform
L07271,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-05,LabPlatform
L07272,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L07272,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07273,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-06-03,LabPlatform
L07273,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-21,LabPlatform
L07274,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-06-04,LabPlatform
L07274,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,failed,2026-04-15,LabPlatform
L07275,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-10,LabPlatform
L07275,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07276,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L07276,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07277,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-01,LabPlatform
L07277,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-05,LabPlatform
L07278,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L07278,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07279,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-03,LabPlatform
L07279,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-06-06,LabPlatform
L07280,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-07,LabPlatform
L07280,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-10,LabPlatform
L07281,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-06-01,LabPlatform
L07281,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-23,LabPlatform
L07282,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L07282,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07283,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L07283,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07284,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-22,LabPlatform
L07284,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07285,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-24,LabPlatform
L07285,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-29,LabPlatform
L07286,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-29,LabPlatform
L07286,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-04,LabPlatform
L07287,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L07287,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07288,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-12,LabPlatform
L07288,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07289,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L07289,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-06-04,LabPlatform
L07290,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L07290,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07291,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L07291,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-08,LabPlatform
L07292,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-02,LabPlatform
L07292,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07293,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-24,LabPlatform
L07293,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-06-06,LabPlatform
L07294,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L07294,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-13,LabPlatform
L07295,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-08,LabPlatform
L07295,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-23,LabPlatform
L07296,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L07296,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-23,LabPlatform
L07297,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L07297,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-28,LabPlatform
L07298,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-24,LabPlatform
L07298,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-31,LabPlatform
L07299,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-29,LabPlatform
L07299,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-18,LabPlatform
L07300,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-27,LabPlatform
L07300,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-23,LabPlatform
L07301,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-29,LabPlatform
L07301,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-21,LabPlatform
L07302,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-26,LabPlatform
L07302,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-03,LabPlatform
L07303,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L07303,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-09,LabPlatform
L07304,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-29,LabPlatform
L07304,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-06-01,LabPlatform
L07305,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-17,LabPlatform
L07305,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-09,LabPlatform
L07306,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L07306,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-30,LabPlatform
L07307,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L07307,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-22,LabPlatform
L07308,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-25,LabPlatform
L07308,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-29,LabPlatform
L07309,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-17,LabPlatform
L07309,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07310,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L07310,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07311,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-16,LabPlatform
L07311,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07312,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-11,LabPlatform
L07312,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-14,LabPlatform
L07313,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,failed,2026-04-22,LabPlatform
L07313,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-01,LabPlatform
L07314,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-24,LabPlatform
L07314,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07315,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-20,LabPlatform
L07315,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-07,LabPlatform
L07316,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-07,LabPlatform
L07316,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-01,LabPlatform
L07317,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L07317,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07318,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-23,LabPlatform
L07318,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-28,LabPlatform
L07319,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,failed,2026-04-09,LabPlatform
L07319,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-21,LabPlatform
L07320,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-30,LabPlatform
L07320,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-28,LabPlatform
L07321,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-15,LabPlatform
L07321,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-31,LabPlatform
L07322,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-24,LabPlatform
L07322,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-06-03,LabPlatform
L07323,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L07323,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07324,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L07324,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-19,LabPlatform
L07325,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-30,LabPlatform
L07325,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07326,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L07326,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-17,LabPlatform
L07327,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,failed,2026-05-26,LabPlatform
L07327,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07328,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-17,LabPlatform
L07328,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-23,LabPlatform
L07329,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-20,LabPlatform
L07329,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-26,LabPlatform
L07330,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L07330,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-15,LabPlatform
L07331,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-22,LabPlatform
L07331,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07332,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L07332,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-14,LabPlatform
L07333,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-01,LabPlatform
L07333,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07334,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L07334,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-14,LabPlatform
L07335,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-26,LabPlatform
L07335,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-15,LabPlatform
L07336,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-15,LabPlatform
L07336,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-01,LabPlatform
L07337,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-11,LabPlatform
L07337,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-23,LabPlatform
L07338,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-05,LabPlatform
L07338,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-11,LabPlatform
L07339,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-03,LabPlatform
L07339,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-23,LabPlatform
L07340,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-27,LabPlatform
L07340,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07341,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-12,LabPlatform
L07341,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-12,LabPlatform
L07342,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-07,LabPlatform
L07342,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07343,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L07343,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-04,LabPlatform
L07344,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L07344,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-31,LabPlatform
L07345,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-11,LabPlatform
L07345,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-14,LabPlatform
L07346,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-09,LabPlatform
L07346,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-27,LabPlatform
L07347,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-23,LabPlatform
L07347,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-08,LabPlatform
L07348,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L07348,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-14,LabPlatform
L07349,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-20,LabPlatform
L07349,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-19,LabPlatform
L07350,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L07350,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-18,LabPlatform
L07351,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-30,LabPlatform
L07351,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-23,LabPlatform
L07352,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-15,LabPlatform
L07352,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-19,LabPlatform
L07353,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L07353,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07354,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-08,LabPlatform
L07354,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-14,LabPlatform
L07355,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-06-02,LabPlatform
L07355,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-01,LabPlatform
L07356,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-04,LabPlatform
L07356,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07357,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-16,LabPlatform
L07357,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-13,LabPlatform
L07358,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L07358,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-25,LabPlatform
L07359,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-09,LabPlatform
L07359,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07360,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-02,LabPlatform
L07360,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-16,LabPlatform
L07361,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L07361,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-09,LabPlatform
L07362,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-18,LabPlatform
L07362,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-03,LabPlatform
L07363,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-22,LabPlatform
L07363,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07364,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-20,LabPlatform
L07364,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-20,LabPlatform
L07365,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L07365,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-06,LabPlatform
L07366,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L07366,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-30,LabPlatform
L07367,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-22,LabPlatform
L07367,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-12,LabPlatform
L07368,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-19,LabPlatform
L07368,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-23,LabPlatform
L07369,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-14,LabPlatform
L07369,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07370,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-01,LabPlatform
L07370,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-13,LabPlatform
L07371,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-23,LabPlatform
L07371,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-23,LabPlatform
L07372,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,failed,2026-04-04,LabPlatform
L07372,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-03,LabPlatform
L07373,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-13,LabPlatform
L07373,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-20,LabPlatform
L07374,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L07374,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-26,LabPlatform
L07375,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-08,LabPlatform
L07375,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-16,LabPlatform
L07376,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-11,LabPlatform
L07376,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07377,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,failed,2026-03-27,LabPlatform
L07377,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07378,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-07,LabPlatform
L07378,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-26,LabPlatform
L07379,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-07,LabPlatform
L07379,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-20,LabPlatform
L07380,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-06-04,LabPlatform
L07380,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07381,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-17,LabPlatform
L07381,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07382,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-06,LabPlatform
L07382,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-06-06,LabPlatform
L07383,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,failed,2026-05-30,LabPlatform
L07383,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07384,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-03,LabPlatform
L07384,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-09,LabPlatform
L07385,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L07385,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07386,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L07386,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-16,LabPlatform
L07387,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-03,LabPlatform
L07387,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-19,LabPlatform
L07388,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-15,LabPlatform
L07388,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,failed,2026-05-13,LabPlatform
L07389,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-20,LabPlatform
L07389,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-16,LabPlatform
L07390,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-03,LabPlatform
L07390,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L07391,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-09,LabPlatform
L07391,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-15,LabPlatform
L07392,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
