learner_id,certification_id,manager_id,approval_status,approved_on,source_system
L07551,cert-enterprise-ai-safety,M062,approved,2026-05-16,ManagerPortal
L07552,cert-enterprise-ai-safety,M018,approved,2026-05-09,ManagerPortal
L07553,cert-enterprise-ai-safety,M050,approved,2026-06-01,ManagerPortal
L07554,cert-enterprise-ai-safety,M050,approved,2026-04-24,ManagerPortal
L07555,cert-enterprise-ai-safety,M024,approved,2026-04-26,ManagerPortal
L07556,cert-enterprise-ai-safety,M065,approved,2026-04-25,ManagerPortal
L07557,cert-enterprise-ai-safety,M060,approved,2026-05-20,ManagerPortal
L07558,cert-enterprise-ai-safety,M071,approved,2026-05-29,ManagerPortal
L07559,cert-enterprise-ai-safety,M004,approved,2026-05-12,ManagerPortal
L07560,cert-enterprise-ai-safety,M052,approved,2026-04-26,ManagerPortal
L07561,cert-enterprise-ai-safety,M042,pending,,ManagerPortal
L07562,cert-enterprise-ai-safety,M048,approved,2026-04-30,ManagerPortal
L07563,cert-enterprise-ai-safety,M049,approved,2026-05-09,ManagerPortal
L07564,cert-enterprise-ai-safety,M052,approved,2026-04-27,ManagerPortal
L07565,cert-enterprise-ai-safety,M018,approved,2026-05-05,ManagerPortal
L07566,cert-enterprise-ai-safety,M049,pending,,ManagerPortal
L07567,cert-enterprise-ai-safety,M003,pending,,ManagerPortal
L07568,cert-enterprise-ai-safety,M012,approved,2026-05-10,ManagerPortal
L07569,cert-enterprise-ai-safety,M036,pending,,ManagerPortal
L07570,cert-enterprise-ai-safety,M043,approved,2026-05-27,ManagerPortal
L07571,cert-enterprise-ai-safety,M004,approved,2026-05-11,ManagerPortal
L07572,cert-enterprise-ai-safety,M052,approved,2026-04-30,ManagerPortal
L07573,cert-enterprise-ai-safety,M065,approved,2026-05-03,ManagerPortal
L07574,cert-enterprise-ai-safety,M011,approved,2026-05-25,ManagerPortal
L07575,cert-enterprise-ai-safety,M065,approved,2026-06-01,ManagerPortal
L07576,cert-enterprise-ai-safety,M030,pending,,ManagerPortal
L07577,cert-enterprise-ai-safety,M018,approved,2026-04-30,ManagerPortal
L07578,cert-enterprise-ai-safety,M011,approved,2026-04-23,ManagerPortal
L07579,cert-enterprise-ai-safety,M008,approved,2026-05-09,ManagerPortal
L07580,cert-enterprise-ai-safety,M021,approved,2026-05-02,ManagerPortal
L07581,cert-enterprise-ai-safety,M061,approved,2026-05-21,ManagerPortal
L07582,cert-enterprise-ai-safety,M037,approved,2026-05-01,ManagerPortal
L07583,cert-enterprise-ai-safety,M064,approved,2026-04-29,ManagerPortal
L07584,cert-enterprise-ai-safety,M028,approved,2026-05-17,ManagerPortal
L07585,cert-enterprise-ai-safety,M060,approved,2026-04-25,ManagerPortal
L07586,cert-enterprise-ai-safety,M051,pending,,ManagerPortal
L07587,cert-enterprise-ai-safety,M027,pending,,ManagerPortal
L07588,cert-enterprise-ai-safety,M052,pending,,ManagerPortal
L07589,cert-enterprise-ai-safety,M048,approved,2026-05-03,ManagerPortal
L07590,cert-enterprise-ai-safety,M007,approved,2026-05-12,ManagerPortal
L07591,cert-enterprise-ai-safety,M042,approved,2026-04-28,ManagerPortal
L07592,cert-enterprise-ai-safety,M017,approved,2026-05-10,ManagerPortal
L07593,cert-enterprise-ai-safety,M054,approved,2026-05-22,ManagerPortal
L07594,cert-enterprise-ai-safety,M011,approved,2026-05-27,ManagerPortal
L07595,cert-enterprise-ai-safety,M022,approved,2026-05-17,ManagerPortal
L07596,cert-enterprise-ai-safety,M032,pending,,ManagerPortal
L07597,cert-enterprise-ai-safety,M069,approved,2026-05-09,ManagerPortal
L07598,cert-enterprise-ai-safety,M029,approved,2026-04-26,ManagerPortal
L07599,cert-enterprise-ai-safety,M021,approved,2026-05-27,ManagerPortal
L07600,cert-enterprise-ai-safety,M061,pending,,ManagerPortal
L07601,cert-enterprise-ai-safety,M049,pending,,ManagerPortal
L07602,cert-enterprise-ai-safety,M066,approved,2026-05-19,ManagerPortal
L07603,cert-enterprise-ai-safety,M013,pending,,ManagerPortal
L07604,cert-enterprise-ai-safety,M012,approved,2026-05-15,ManagerPortal
L07605,cert-enterprise-ai-safety,M039,approved,2026-05-23,ManagerPortal
L07606,cert-enterprise-ai-safety,M062,approved,2026-05-05,ManagerPortal
L07607,cert-enterprise-ai-safety,M075,pending,,ManagerPortal
L07608,cert-enterprise-ai-safety,M063,approved,2026-05-01,ManagerPortal
L07609,cert-enterprise-ai-safety,M052,approved,2026-04-28,ManagerPortal
L07610,cert-enterprise-ai-safety,M078,pending,,ManagerPortal
L07611,cert-enterprise-ai-safety,M001,approved,2026-05-15,ManagerPortal
L07612,cert-enterprise-ai-safety,M013,approved,2026-05-12,ManagerPortal
L07613,cert-enterprise-ai-safety,M034,approved,2026-04-24,ManagerPortal
L07614,cert-enterprise-ai-safety,M001,pending,,ManagerPortal
L07615,cert-enterprise-ai-safety,M017,approved,2026-05-25,ManagerPortal
L07616,cert-enterprise-ai-safety,M073,approved,2026-05-07,ManagerPortal
L07617,cert-enterprise-ai-safety,M069,pending,,ManagerPortal
L07618,cert-enterprise-ai-safety,M044,approved,2026-05-16,ManagerPortal
L07619,cert-enterprise-ai-safety,M001,pending,,ManagerPortal
L07620,cert-enterprise-ai-safety,M079,approved,2026-04-27,ManagerPortal
L07621,cert-enterprise-ai-safety,M064,approved,2026-04-24,ManagerPortal
L07622,cert-enterprise-ai-safety,M047,approved,2026-05-14,ManagerPortal
L07623,cert-enterprise-ai-safety,M065,approved,2026-05-24,ManagerPortal
L07624,cert-enterprise-ai-safety,M021,pending,,ManagerPortal
L07625,cert-enterprise-ai-safety,M028,approved,2026-04-29,ManagerPortal
L07626,cert-enterprise-ai-safety,M015,approved,2026-05-11,ManagerPortal
L07627,cert-enterprise-ai-safety,M003,pending,,ManagerPortal
L07628,cert-enterprise-ai-safety,M048,approved,2026-06-03,ManagerPortal
L07629,cert-enterprise-ai-safety,M042,approved,2026-04-27,ManagerPortal
L07630,cert-enterprise-ai-safety,M070,approved,2026-04-25,ManagerPortal
L07631,cert-enterprise-ai-safety,M073,approved,2026-05-26,ManagerPortal
L07632,cert-enterprise-ai-safety,M026,approved,2026-05-30,ManagerPortal
L07633,cert-enterprise-ai-safety,M023,approved,2026-05-09,ManagerPortal
L07634,cert-enterprise-ai-safety,M014,approved,2026-05-01,ManagerPortal
L07635,cert-enterprise-ai-safety,M003,approved,2026-05-31,ManagerPortal
L07636,cert-enterprise-ai-safety,M023,pending,,ManagerPortal
L07637,cert-enterprise-ai-safety,M057,approved,2026-05-06,ManagerPortal
L07638,cert-enterprise-ai-safety,M034,pending,,ManagerPortal
L07639,cert-enterprise-ai-safety,M014,pending,,ManagerPortal
L07640,cert-enterprise-ai-safety,M023,approved,2026-05-02,ManagerPortal
L07641,cert-enterprise-ai-safety,M036,approved,2026-05-13,ManagerPortal
L07642,cert-enterprise-ai-safety,M040,approved,2026-06-05,ManagerPortal
L07643,cert-enterprise-ai-safety,M050,approved,2026-04-23,ManagerPortal
L07644,cert-enterprise-ai-safety,M062,pending,,ManagerPortal
L07645,cert-enterprise-ai-safety,M049,approved,2026-05-30,ManagerPortal
L07646,cert-enterprise-ai-safety,M067,approved,2026-05-18,ManagerPortal
L07647,cert-enterprise-ai-safety,M079,approved,2026-04-23,ManagerPortal
L07648,cert-enterprise-ai-safety,M032,approved,2026-06-03,ManagerPortal
L07649,cert-enterprise-ai-safety,M071,approved,2026-04-23,ManagerPortal
L07650,cert-enterprise-ai-safety,M078,approved,2026-05-05,ManagerPortal
L07651,cert-enterprise-ai-safety,M080,approved,2026-05-30,ManagerPortal
L07652,cert-enterprise-ai-safety,M048,approved,2026-05-12,ManagerPortal
L07653,cert-enterprise-ai-safety,M019,approved,2026-05-09,ManagerPortal
L07654,cert-enterprise-ai-safety,M026,approved,2026-05-24,ManagerPortal
L07655,cert-enterprise-ai-safety,M064,pending,,ManagerPortal
L07656,cert-enterprise-ai-safety,M072,pending,,ManagerPortal
L07657,cert-enterprise-ai-safety,M069,pending,,ManagerPortal
L07658,cert-enterprise-ai-safety,M034,approved,2026-06-02,ManagerPortal
L07659,cert-enterprise-ai-safety,M009,approved,2026-05-13,ManagerPortal
L07660,cert-enterprise-ai-safety,M025,approved,2026-05-29,ManagerPortal
L07661,cert-enterprise-ai-safety,M058,approved,2026-05-19,ManagerPortal
L07662,cert-enterprise-ai-safety,M055,approved,2026-05-18,ManagerPortal
L07663,cert-enterprise-ai-safety,M009,approved,2026-04-26,ManagerPortal
L07664,cert-enterprise-ai-safety,M021,approved,2026-05-18,ManagerPortal
L07665,cert-enterprise-ai-safety,M072,approved,2026-05-28,ManagerPortal
L07666,cert-enterprise-ai-safety,M080,pending,,ManagerPortal
L07667,cert-enterprise-ai-safety,M069,pending,,ManagerPortal
L07668,cert-enterprise-ai-safety,M076,approved,2026-05-05,ManagerPortal
L07669,cert-enterprise-ai-safety,M074,approved,2026-06-03,ManagerPortal
L07670,cert-enterprise-ai-safety,M010,approved,2026-05-14,ManagerPortal
L07671,cert-enterprise-ai-safety,M028,approved,2026-05-07,ManagerPortal
L07672,cert-enterprise-ai-safety,M032,approved,2026-05-18,ManagerPortal
L07673,cert-enterprise-ai-safety,M069,approved,2026-05-03,ManagerPortal
L07674,cert-enterprise-ai-safety,M032,pending,,ManagerPortal
L07675,cert-enterprise-ai-safety,M075,approved,2026-05-07,ManagerPortal
L07676,cert-enterprise-ai-safety,M004,approved,2026-05-04,ManagerPortal
L07677,cert-enterprise-ai-safety,M043,approved,2026-04-26,ManagerPortal
L07678,cert-enterprise-ai-safety,M001,pending,,ManagerPortal
L07679,cert-enterprise-ai-safety,M070,approved,2026-05-02,ManagerPortal
L07680,cert-enterprise-ai-safety,M031,approved,2026-04-28,ManagerPortal
L07681,cert-enterprise-ai-safety,M053,approved,2026-05-30,ManagerPortal
L07682,cert-enterprise-ai-safety,M061,approved,2026-05-13,ManagerPortal
L07683,cert-enterprise-ai-safety,M034,approved,2026-06-06,ManagerPortal
L07684,cert-enterprise-ai-safety,M031,approved,2026-05-10,ManagerPortal
L07685,cert-enterprise-ai-safety,M010,approved,2026-05-08,ManagerPortal
L07686,cert-enterprise-ai-safety,M047,approved,2026-05-22,ManagerPortal
L07687,cert-enterprise-ai-safety,M002,approved,2026-05-03,ManagerPortal
L07688,cert-enterprise-ai-safety,M033,approved,2026-05-15,ManagerPortal
L07689,cert-enterprise-ai-safety,M015,approved,2026-04-29,ManagerPortal
L07690,cert-enterprise-ai-safety,M031,pending,,ManagerPortal
L07691,cert-enterprise-ai-safety,M076,approved,2026-05-22,ManagerPortal
L07692,cert-enterprise-ai-safety,M021,approved,2026-04-23,ManagerPortal
L07693,cert-enterprise-ai-safety,M008,approved,2026-05-26,ManagerPortal
L07694,cert-enterprise-ai-safety,M054,approved,2026-05-31,ManagerPortal
L07695,cert-enterprise-ai-safety,M033,approved,2026-05-22,ManagerPortal
L07696,cert-enterprise-ai-safety,M021,approved,2026-05-25,ManagerPortal
L07697,cert-enterprise-ai-safety,M027,pending,,ManagerPortal
L07698,cert-enterprise-ai-safety,M031,approved,2026-05-22,ManagerPortal
L07699,cert-enterprise-ai-safety,M056,pending,,ManagerPortal
L07700,cert-enterprise-ai-safety,M060,approved,2026-05-10,ManagerPortal
L07701,cert-enterprise-ai-safety,M067,pending,,ManagerPortal
L07702,cert-enterprise-ai-safety,M058,approved,2026-05-07,ManagerPortal
L07703,cert-enterprise-ai-safety,M027,approved,2026-05-14,ManagerPortal
L07704,cert-enterprise-ai-safety,M078,approved,2026-05-24,ManagerPortal
L07705,cert-enterprise-ai-safety,M017,approved,2026-05-19,ManagerPortal
L07706,cert-enterprise-ai-safety,M050,approved,2026-04-23,ManagerPortal
L07707,cert-enterprise-ai-safety,M080,approved,2026-05-07,ManagerPortal
L07708,cert-enterprise-ai-safety,M072,approved,2026-05-18,ManagerPortal
L07709,cert-enterprise-ai-safety,M034,pending,,ManagerPortal
L07710,cert-enterprise-ai-safety,M075,approved,2026-05-22,ManagerPortal
L07711,cert-enterprise-ai-safety,M013,approved,2026-05-07,ManagerPortal
L07712,cert-enterprise-ai-safety,M034,pending,,ManagerPortal
L07713,cert-enterprise-ai-safety,M010,pending,,ManagerPortal
L07714,cert-enterprise-ai-safety,M019,approved,2026-05-25,ManagerPortal
L07715,cert-enterprise-ai-safety,M047,approved,2026-06-03,ManagerPortal
L07716,cert-enterprise-ai-safety,M023,approved,2026-05-12,ManagerPortal
L07717,cert-enterprise-ai-safety,M020,pending,,ManagerPortal
L07718,cert-enterprise-ai-safety,M066,pending,,ManagerPortal
L07719,cert-enterprise-ai-safety,M015,approved,2026-05-23,ManagerPortal
L07720,cert-enterprise-ai-safety,M011,approved,2026-04-27,ManagerPortal
L07721,cert-enterprise-ai-safety,M042,approved,2026-05-29,ManagerPortal
L07722,cert-enterprise-ai-safety,M068,approved,2026-05-21,ManagerPortal
L07723,cert-enterprise-ai-safety,M070,approved,2026-05-23,ManagerPortal
L07724,cert-enterprise-ai-safety,M023,approved,2026-05-23,ManagerPortal
L07725,cert-enterprise-ai-safety,M058,pending,,ManagerPortal
L07726,cert-enterprise-ai-safety,M040,pending,,ManagerPortal
L07727,cert-enterprise-ai-safety,M020,pending,,ManagerPortal
L07728,cert-enterprise-ai-safety,M056,pending,,ManagerPortal
L07729,cert-enterprise-ai-safety,M061,approved,2026-05-28,ManagerPortal
L07730,cert-enterprise-ai-safety,M079,approved,2026-04-29,ManagerPortal
L07731,cert-enterprise-ai-safety,M033,pending,,ManagerPortal
L07732,cert-enterprise-ai-safety,M037,approved,2026-05-12,ManagerPortal
L07733,cert-enterprise-ai-safety,M024,approved,2026-05-31,ManagerPortal
L07734,cert-enterprise-ai-safety,M034,approved,2026-04-26,ManagerPortal
L07735,cert-enterprise-ai-safety,M042,approved,2026-06-02,ManagerPortal
L07736,cert-enterprise-ai-safety,M042,approved,2026-06-01,ManagerPortal
L07737,cert-enterprise-ai-safety,M045,approved,2026-05-08,ManagerPortal
L07738,cert-enterprise-ai-safety,M005,pending,,ManagerPortal
L07739,cert-enterprise-ai-safety,M005,approved,2026-05-28,ManagerPortal
L07740,cert-enterprise-ai-safety,M068,approved,2026-06-01,ManagerPortal
L07741,cert-enterprise-ai-safety,M074,approved,2026-06-06,ManagerPortal
L07742,cert-enterprise-ai-safety,M039,approved,2026-05-28,ManagerPortal
L07743,cert-enterprise-ai-safety,M074,approved,2026-05-29,ManagerPortal
L07744,cert-enterprise-ai-safety,M053,pending,,ManagerPortal
L07745,cert-enterprise-ai-safety,M024,approved,2026-05-30,ManagerPortal
L07746,cert-enterprise-ai-safety,M012,approved,2026-05-21,ManagerPortal
L07747,cert-enterprise-ai-safety,M059,pending,,ManagerPortal
L07748,cert-enterprise-ai-safety,M021,approved,2026-05-01,ManagerPortal
L07749,cert-enterprise-ai-safety,M017,pending,,ManagerPortal
L07750,cert-enterprise-ai-safety,M024,approved,2026-05-07,ManagerPortal
L07751,cert-enterprise-ai-safety,M049,pending,,ManagerPortal
L07752,cert-enterprise-ai-safety,M026,approved,2026-05-23,ManagerPortal
L07753,cert-enterprise-ai-safety,M003,pending,,ManagerPortal
L07754,cert-enterprise-ai-safety,M020,approved,2026-05-20,ManagerPortal
L07755,cert-enterprise-ai-safety,M049,approved,2026-04-25,ManagerPortal
L07756,cert-enterprise-ai-safety,M019,pending,,ManagerPortal
L07757,cert-enterprise-ai-safety,M028,approved,2026-05-05,ManagerPortal
L07758,cert-enterprise-ai-safety,M022,approved,2026-06-04,ManagerPortal
L07759,cert-enterprise-ai-safety,M065,approved,2026-05-26,ManagerPortal
L07760,cert-enterprise-ai-safety,M027,approved,2026-05-29,ManagerPortal
L07761,cert-enterprise-ai-safety,M061,approved,2026-05-02,ManagerPortal
L07762,cert-enterprise-ai-safety,M072,approved,2026-05-10,ManagerPortal
L07763,cert-enterprise-ai-safety,M053,approved,2026-05-17,ManagerPortal
L07764,cert-enterprise-ai-safety,M026,pending,,ManagerPortal
L07765,cert-enterprise-ai-safety,M024,approved,2026-05-20,ManagerPortal
L07766,cert-enterprise-ai-safety,M007,approved,2026-05-11,ManagerPortal
L07767,cert-enterprise-ai-safety,M067,approved,2026-06-05,ManagerPortal
L07768,cert-enterprise-ai-safety,M055,pending,,ManagerPortal
L07769,cert-enterprise-ai-safety,M028,pending,,ManagerPortal
L07770,cert-enterprise-ai-safety,M050,pending,,ManagerPortal
L07771,cert-enterprise-ai-safety,M073,approved,2026-06-05,ManagerPortal
L07772,cert-enterprise-ai-safety,M041,pending,,ManagerPortal
L07773,cert-enterprise-ai-safety,M046,approved,2026-05-30,ManagerPortal
L07774,cert-enterprise-ai-safety,M008,approved,2026-06-04,ManagerPortal
L07775,cert-enterprise-ai-safety,M072,approved,2026-05-21,ManagerPortal
L07776,cert-enterprise-ai-safety,M044,approved,2026-04-24,ManagerPortal
L07777,cert-enterprise-ai-safety,M060,approved,2026-05-13,ManagerPortal
L07778,cert-enterprise-ai-safety,M059,approved,2026-05-13,ManagerPortal
L07779,cert-enterprise-ai-safety,M022,approved,2026-05-14,ManagerPortal
L07780,cert-enterprise-ai-safety,M046,approved,2026-05-10,ManagerPortal
L07781,cert-enterprise-ai-safety,M056,approved,2026-05-23,ManagerPortal
L07782,cert-enterprise-ai-safety,M069,approved,2026-04-29,ManagerPortal
L07783,cert-enterprise-ai-safety,M069,pending,,ManagerPortal
L07784,cert-enterprise-ai-safety,M012,pending,,ManagerPortal
L07785,cert-enterprise-ai-safety,M063,pending,,ManagerPortal
L07786,cert-enterprise-ai-safety,M063,pending,,ManagerPortal
L07787,cert-enterprise-ai-safety,M061,approved,2026-04-28,ManagerPortal
L07788,cert-enterprise-ai-safety,M078,approved,2026-05-20,ManagerPortal
L07789,cert-enterprise-ai-safety,M037,approved,2026-04-30,ManagerPortal
L07790,cert-enterprise-ai-safety,M058,approved,2026-05-08,ManagerPortal
L07791,cert-enterprise-ai-safety,M027,approved,2026-05-27,ManagerPortal
L07792,cert-enterprise-ai-safety,M006,approved,2026-05-01,ManagerPortal
L07793,cert-enterprise-ai-safety,M022,pending,,ManagerPortal
L07794,cert-enterprise-ai-safety,M004,approved,2026-04-24,ManagerPortal
L07795,cert-enterprise-ai-safety,M036,pending,,ManagerPortal
L07796,cert-enterprise-ai-safety,M076,approved,2026-05-14,ManagerPortal
L07797,cert-enterprise-ai-safety,M072,approved,2026-05-11,ManagerPortal
L07798,cert-enterprise-ai-safety,M023,approved,2026-04-26,ManagerPortal
L07799,cert-enterprise-ai-safety,M078,pending,,ManagerPortal
L07800,cert-enterprise-ai-safety,M078,pending,,ManagerPortal
L07801,cert-enterprise-ai-safety,M002,pending,,ManagerPortal
L07802,cert-enterprise-ai-safety,M051,approved,2026-05-24,ManagerPortal
L07803,cert-enterprise-ai-safety,M068,approved,2026-05-03,ManagerPortal
L07804,cert-enterprise-ai-safety,M077,approved,2026-05-28,ManagerPortal
L07805,cert-enterprise-ai-safety,M074,approved,2026-05-14,ManagerPortal
L07806,cert-enterprise-ai-safety,M007,pending,,ManagerPortal
L07807,cert-enterprise-ai-safety,M060,approved,2026-04-26,ManagerPortal
L07808,cert-enterprise-ai-safety,M021,approved,2026-05-19,ManagerPortal
L07809,cert-enterprise-ai-safety,M030,pending,,ManagerPortal
L07810,cert-enterprise-ai-safety,M068,approved,2026-05-27,ManagerPortal
L07811,cert-enterprise-ai-safety,M046,approved,2026-06-06,ManagerPortal
L07812,cert-enterprise-ai-safety,M002,approved,2026-05-27,ManagerPortal
L07813,cert-enterprise-ai-safety,M079,approved,2026-05-03,ManagerPortal
L07814,cert-enterprise-ai-safety,M042,approved,2026-05-15,ManagerPortal
L07815,cert-enterprise-ai-safety,M006,approved,2026-06-04,ManagerPortal
L07816,cert-enterprise-ai-safety,M042,approved,2026-06-02,ManagerPortal
L07817,cert-enterprise-ai-safety,M043,approved,2026-06-06,ManagerPortal
L07818,cert-enterprise-ai-safety,M013,approved,2026-05-22,ManagerPortal
L07819,cert-enterprise-ai-safety,M076,approved,2026-05-21,ManagerPortal
L07820,cert-enterprise-ai-safety,M040,pending,,ManagerPortal
L07821,cert-enterprise-ai-safety,M077,pending,,ManagerPortal
L07822,cert-enterprise-ai-safety,M008,pending,,ManagerPortal
L07823,cert-enterprise-ai-safety,M066,approved,2026-04-26,ManagerPortal
L07824,cert-enterprise-ai-safety,M012,approved,2026-05-30,ManagerPortal
L07825,cert-enterprise-ai-safety,M023,approved,2026-05-16,ManagerPortal
L07826,cert-enterprise-ai-safety,M047,approved,2026-04-26,ManagerPortal
L07827,cert-enterprise-ai-safety,M013,approved,2026-05-11,ManagerPortal
L07828,cert-enterprise-ai-safety,M071,pending,,ManagerPortal
L07829,cert-enterprise-ai-safety,M047,approved,2026-05-07,ManagerPortal
L07830,cert-enterprise-ai-safety,M011,approved,2026-04-27,ManagerPortal
L07831,cert-enterprise-ai-safety,M070,approved,2026-05-24,ManagerPortal
L07832,cert-enterprise-ai-safety,M018,approved,2026-05-25,ManagerPortal
L07833,cert-enterprise-ai-safety,M065,approved,2026-04-25,ManagerPortal
L07834,cert-enterprise-ai-safety,M006,approved,2026-05-11,ManagerPortal
L07835,cert-enterprise-ai-safety,M007,approved,2026-05-01,ManagerPortal
L07836,cert-enterprise-ai-safety,M064,pending,,ManagerPortal
L07837,cert-enterprise-ai-safety,M071,approved,2026-05-31,ManagerPortal
L07838,cert-enterprise-ai-safety,M059,approved,2026-05-02,ManagerPortal
L07839,cert-enterprise-ai-safety,M020,approved,2026-05-06,ManagerPortal
L07840,cert-enterprise-ai-safety,M006,pending,,ManagerPortal
L07841,cert-enterprise-ai-safety,M034,pending,,ManagerPortal
L07842,cert-enterprise-ai-safety,M022,approved,2026-05-09,ManagerPortal
L07843,cert-enterprise-ai-safety,M029,pending,,ManagerPortal
L07844,cert-enterprise-ai-safety,M061,pending,,ManagerPortal
L07845,cert-enterprise-ai-safety,M005,approved,2026-05-19,ManagerPortal
L07846,cert-enterprise-ai-safety,M036,approved,2026-05-10,ManagerPortal
L07847,cert-enterprise-ai-safety,M012,pending,,ManagerPortal
L07848,cert-enterprise-ai-safety,M071,approved,2026-06-03,ManagerPortal
L07849,cert-enterprise-ai-safety,M030,approved,2026-05-24,ManagerPortal
L07850,cert-enterprise-ai-safety,M080,approved,2026-05-22,ManagerPortal
L07851,cert-enterprise-ai-safety,M050,approved,2026-05-27,ManagerPortal
L07852,cert-enterprise-ai-safety,M057,approved,2026-05-27,ManagerPortal
L07853,cert-enterprise-ai-safety,M051,approved,2026-05-12,ManagerPortal
L07854,cert-enterprise-ai-safety,M075,approved,2026-06-01,ManagerPortal
L07855,cert-enterprise-ai-safety,M073,approved,2026-05-27,ManagerPortal
L07856,cert-enterprise-ai-safety,M070,pending,,ManagerPortal
L07857,cert-enterprise-ai-safety,M050,approved,2026-05-31,ManagerPortal
L07858,cert-enterprise-ai-safety,M019,approved,2026-05-05,ManagerPortal
L07859,cert-enterprise-ai-safety,M067,pending,,ManagerPortal
L07860,cert-enterprise-ai-safety,M034,approved,2026-05-04,ManagerPortal
L07861,cert-enterprise-ai-safety,M065,pending,,ManagerPortal
L07862,cert-enterprise-ai-safety,M069,approved,2026-06-02,ManagerPortal
L07863,cert-enterprise-ai-safety,M057,approved,2026-05-10,ManagerPortal
L07864,cert-enterprise-ai-safety,M046,approved,2026-05-01,ManagerPortal
L07865,cert-enterprise-ai-safety,M022,approved,2026-05-03,ManagerPortal
L07866,cert-enterprise-ai-safety,M046,approved,2026-05-01,ManagerPortal
L07867,cert-enterprise-ai-safety,M060,approved,2026-05-13,ManagerPortal
L07868,cert-enterprise-ai-safety,M072,approved,2026-05-21,ManagerPortal
L07869,cert-enterprise-ai-safety,M043,pending,,ManagerPortal
L07870,cert-enterprise-ai-safety,M012,approved,2026-05-04,ManagerPortal
L07871,cert-enterprise-ai-safety,M053,approved,2026-05-28,ManagerPortal
L07872,cert-enterprise-ai-safety,M077,approved,2026-06-06,ManagerPortal
L07873,cert-enterprise-ai-safety,M035,approved,2026-05-21,ManagerPortal
L07874,cert-enterprise-ai-safety,M079,pending,,ManagerPortal
L07875,cert-enterprise-ai-safety,M039,approved,2026-05-27,ManagerPortal
L07876,cert-enterprise-ai-safety,M030,approved,2026-04-30,ManagerPortal
L07877,cert-enterprise-ai-safety,M041,approved,2026-04-26,ManagerPortal
L07878,cert-enterprise-ai-safety,M057,pending,,ManagerPortal
L07879,cert-enterprise-ai-safety,M043,approved,2026-05-09,ManagerPortal
L07880,cert-enterprise-ai-safety,M002,approved,2026-05-28,ManagerPortal
L07881,cert-enterprise-ai-safety,M016,approved,2026-05-27,ManagerPortal
L07882,cert-enterprise-ai-safety,M017,approved,2026-05-24,ManagerPortal
L07883,cert-enterprise-ai-safety,M004,pending,,ManagerPortal
L07884,cert-enterprise-ai-safety,M008,pending,,ManagerPortal
L07885,cert-enterprise-ai-safety,M026,pending,,ManagerPortal
L07886,cert-enterprise-ai-safety,M034,pending,,ManagerPortal
L07887,cert-enterprise-ai-safety,M052,approved,2026-05-25,ManagerPortal
L07888,cert-enterprise-ai-safety,M031,approved,2026-04-26,ManagerPortal
L07889,cert-enterprise-ai-safety,M039,approved,2026-05-20,ManagerPortal
L07890,cert-enterprise-ai-safety,M062,approved,2026-05-08,ManagerPortal
L07891,cert-enterprise-ai-safety,M032,approved,2026-05-13,ManagerPortal
L07892,cert-enterprise-ai-safety,M067,pending,,ManagerPortal
L07893,cert-enterprise-ai-safety,M079,pending,,ManagerPortal
L07894,cert-enterprise-ai-safety,M046,approved,2026-05-26,ManagerPortal
L07895,cert-enterprise-ai-safety,M003,pending,,ManagerPortal
L07896,cert-enterprise-ai-safety,M067,approved,2026-05-10,ManagerPortal
L07897,cert-enterprise-ai-safety,M030,approved,2026-05-25,ManagerPortal
L07898,cert-enterprise-ai-safety,M043,pending,,ManagerPortal
L07899,cert-enterprise-ai-safety,M065,approved,2026-04-28,ManagerPortal
L07900,cert-enterprise-ai-safety,M032,approved,2026-05-08,ManagerPortal
L07901,cert-enterprise-ai-safety,M048,approved,2026-05-12,ManagerPortal
L07902,cert-enterprise-ai-safety,M004,approved,2026-05-08,ManagerPortal
L07903,cert-enterprise-ai-safety,M052,approved,2026-05-21,ManagerPortal
L07904,cert-enterprise-ai-safety,M003,pending,,ManagerPortal
L07905,cert-enterprise-ai-safety,M033,approved,2026-05-08,ManagerPortal
L07906,cert-enterprise-ai-safety,M064,approved,2026-05-14,ManagerPortal
L07907,cert-enterprise-ai-safety,M018,approved,2026-04-26,ManagerPortal
L07908,cert-enterprise-ai-safety,M025,approved,2026-06-02,ManagerPortal
L07909,cert-enterprise-ai-safety,M032,pending,,ManagerPortal
L07910,cert-enterprise-ai-safety,M048,approved,2026-05-25,ManagerPortal
L07911,cert-enterprise-ai-safety,M072,approved,2026-05-10,ManagerPortal
L07912,cert-enterprise-ai-safety,M047,approved,2026-05-30,ManagerPortal
L07913,cert-enterprise-ai-safety,M007,approved,2026-05-25,ManagerPortal
L07914,cert-enterprise-ai-safety,M026,approved,2026-06-04,ManagerPortal
L07915,cert-enterprise-ai-safety,M007,approved,2026-04-27,ManagerPortal
L07916,cert-enterprise-ai-safety,M011,approved,2026-05-14,ManagerPortal
L07917,cert-enterprise-ai-safety,M074,approved,2026-05-23,ManagerPortal
L07918,cert-enterprise-ai-safety,M011,approved,2026-05-01,ManagerPortal
L07919,cert-enterprise-ai-safety,M016,pending,,ManagerPortal
L07920,cert-enterprise-ai-safety,M051,approved,2026-06-01,ManagerPortal
L07921,cert-enterprise-ai-safety,M057,approved,2026-05-24,ManagerPortal
L07922,cert-enterprise-ai-safety,M006,pending,,ManagerPortal
