customer_id,customer_name,region,segment,annual_recurring_revenue,created_at
C1139,Northstar Synthetic 1139,Europe,Mid-Market,213000,2024-02-02
C1140,Northstar Synthetic 1140,Asia Pacific,Growth,121000,2023-06-29
C1141,Northstar Synthetic 1141,North America,Enterprise,124000,2023-12-20
C1142,Northstar Synthetic 1142,Europe,Mid-Market,236000,2023-10-14
C1143,Northstar Synthetic 1143,Asia Pacific,Growth,218000,2023-07-03
C1144,Northstar Synthetic 1144,North America,Enterprise,129000,2024-12-13
C1145,Northstar Synthetic 1145,Europe,Mid-Market,231000,2023-11-19
C1146,Northstar Synthetic 1146,Asia Pacific,Growth,160000,2023-04-26
C1147,Northstar Synthetic 1147,North America,Enterprise,43000,2023-12-17
C1148,Northstar Synthetic 1148,Europe,Mid-Market,72000,2023-11-10
C1149,Northstar Synthetic 1149,Asia Pacific,Growth,219000,2023-08-18
C1150,Northstar Synthetic 1150,North America,Enterprise,192000,2024-07-07
C1151,Northstar Synthetic 1151,Europe,Mid-Market,156000,2024-10-27
C1152,Northstar Synthetic 1152,Asia Pacific,Growth,126000,2023-05-14
C1153,Northstar Synthetic 1153,North America,Enterprise,135000,2024-07-19
C1154,Northstar Synthetic 1154,Europe,Mid-Market,125000,2024-12-23
C1155,Northstar Synthetic 1155,Asia Pacific,Growth,93000,2023-02-13
C1156,Northstar Synthetic 1156,North America,Enterprise,97000,2023-01-07
C1157,Northstar Synthetic 1157,Europe,Mid-Market,108000,2024-07-01
C1158,Northstar Synthetic 1158,Asia Pacific,Growth,154000,2024-09-01
C1159,Northstar Synthetic 1159,North America,Enterprise,85000,2025-04-19
C1160,Northstar Synthetic 1160,Europe,Mid-Market,153000,2022-12-18
C1161,Northstar Synthetic 1161,Asia Pacific,Growth,26000,2023-11-27
C1162,Northstar Synthetic 1162,North America,Enterprise,29000,2023-11-24
C1163,Northstar Synthetic 1163,Europe,Mid-Market,65000,2024-05-18
C1164,Northstar Synthetic 1164,Asia Pacific,Growth,71000,2023-11-05
C1165,Northstar Synthetic 1165,North America,Enterprise,181000,2025-02-07
C1166,Northstar Synthetic 1166,Europe,Mid-Market,236000,2025-01-21
C1167,Northstar Synthetic 1167,Asia Pacific,Growth,194000,2024-01-14
C1168,Northstar Synthetic 1168,North America,Enterprise,127000,2024-01-04
C1169,Northstar Synthetic 1169,Europe,Mid-Market,216000,2023-10-08
C1170,Northstar Synthetic 1170,Asia Pacific,Growth,178000,2024-08-30
C1171,Northstar Synthetic 1171,North America,Enterprise,53000,2024-05-01
C1172,Northstar Synthetic 1172,Europe,Mid-Market,81000,2025-02-21
C1173,Northstar Synthetic 1173,Asia Pacific,Growth,212000,2024-01-09
C1174,Northstar Synthetic 1174,North America,Enterprise,75000,2024-07-19
C1175,Northstar Synthetic 1175,Europe,Mid-Market,212000,2023-09-29
C1176,Northstar Synthetic 1176,Asia Pacific,Growth,217000,2023-03-28
C1177,Northstar Synthetic 1177,North America,Enterprise,39000,2024-08-15
C1178,Northstar Synthetic 1178,Europe,Mid-Market,27000,2024-02-17
C1179,Northstar Synthetic 1179,Asia Pacific,Growth,148000,2023-12-30
C1180,Northstar Synthetic 1180,North America,Enterprise,171000,2023-09-05
C1181,Northstar Synthetic 1181,Europe,Mid-Market,52000,2023-04-03
C1182,Northstar Synthetic 1182,Asia Pacific,Growth,216000,2023-04-27
C1183,Northstar Synthetic 1183,North America,Enterprise,70000,2022-11-23
C1184,Northstar Synthetic 1184,Europe,Mid-Market,147000,2023-04-25
C1185,Northstar Synthetic 1185,Asia Pacific,Growth,87000,2024-05-21
C1186,Northstar Synthetic 1186,North America,Enterprise,130000,2024-01-19
C1187,Northstar Synthetic 1187,Europe,Mid-Market,228000,2025-03-14
C1188,Northstar Synthetic 1188,Asia Pacific,Growth,224000,2024-06-08
C1189,Northstar Synthetic 1189,North America,Enterprise,170000,2023-06-12
C1190,Northstar Synthetic 1190,Europe,Mid-Market,238000,2024-01-15
C1191,Northstar Synthetic 1191,Asia Pacific,Growth,214000,2024-01-16
C1192,Northstar Synthetic 1192,North America,Enterprise,154000,2024-11-12
C1193,Northstar Synthetic 1193,Europe,Mid-Market,26000,2023-09-14
C1194,Northstar Synthetic 1194,Asia Pacific,Growth,205000,2023-07-24
C1195,Northstar Synthetic 1195,North America,Enterprise,122000,2024-04-04
C1196,Northstar Synthetic 1196,Europe,Mid-Market,192000,2024-12-13
C1197,Northstar Synthetic 1197,Asia Pacific,Growth,90000,2024-12-24
C1198,Northstar Synthetic 1198,North America,Enterprise,103000,2023-10-16
C1199,Northstar Synthetic 1199,Europe,Mid-Market,191000,2024-10-17
C1200,Northstar Synthetic 1200,Asia Pacific,Growth,55000,2023-11-30
C1201,Northstar Synthetic 1201,North America,Enterprise,26000,2023-06-11
C1202,Northstar Synthetic 1202,Europe,Mid-Market,149000,2023-09-12
C1203,Northstar Synthetic 1203,Asia Pacific,Growth,194000,2023-07-29
C1204,Northstar Synthetic 1204,North America,Enterprise,201000,2024-04-21
C1205,Northstar Synthetic 1205,Europe,Mid-Market,50000,2023-11-03
C1206,Northstar Synthetic 1206,Asia Pacific,Growth,186000,2023-06-22
C1207,Northstar Synthetic 1207,North America,Enterprise,154000,2022-11-11
C1208,Northstar Synthetic 1208,Europe,Mid-Market,109000,2024-11-28
C1209,Northstar Synthetic 1209,Asia Pacific,Growth,176000,2024-07-11
C1210,Northstar Synthetic 1210,North America,Enterprise,113000,2023-11-21
C1211,Northstar Synthetic 1211,Europe,Mid-Market,220000,2023-11-19
C1212,Northstar Synthetic 1212,Asia Pacific,Growth,30000,2024-10-24
C1213,Northstar Synthetic 1213,North America,Enterprise,29000,2023-12-14
C1214,Northstar Synthetic 1214,Europe,Mid-Market,108000,2024-03-16
C1215,Northstar Synthetic 1215,Asia Pacific,Growth,195000,2023-03-31
C1216,Northstar Synthetic 1216,North America,Enterprise,168000,2024-03-11
C1217,Northstar Synthetic 1217,Europe,Mid-Market,35000,2024-04-13
C1218,Northstar Synthetic 1218,Asia Pacific,Growth,96000,2022-12-06
C1219,Northstar Synthetic 1219,North America,Enterprise,187000,2023-04-26
C1220,Northstar Synthetic 1220,Europe,Mid-Market,148000,2025-04-10
C1221,Northstar Synthetic 1221,Asia Pacific,Growth,209000,2023-03-15
C1222,Northstar Synthetic 1222,North America,Enterprise,222000,2023-07-21
C1223,Northstar Synthetic 1223,Europe,Mid-Market,34000,2024-06-28
C1224,Northstar Synthetic 1224,Asia Pacific,Growth,220000,2023-01-08
C1225,Northstar Synthetic 1225,North America,Enterprise,230000,2023-11-25
C1226,Northstar Synthetic 1226,Europe,Mid-Market,155000,2024-09-08
C1227,Northstar Synthetic 1227,Asia Pacific,Growth,79000,2023-03-16
C1228,Northstar Synthetic 1228,North America,Enterprise,138000,2025-03-23
C1229,Northstar Synthetic 1229,Europe,Mid-Market,105000,2024-11-03
C1230,Northstar Synthetic 1230,Asia Pacific,Growth,43000,2024-10-28
C1231,Northstar Synthetic 1231,North America,Enterprise,159000,2024-09-24
C1232,Northstar Synthetic 1232,Europe,Mid-Market,202000,2025-02-12
C1233,Northstar Synthetic 1233,Asia Pacific,Growth,120000,2025-04-22
C1234,Northstar Synthetic 1234,North America,Enterprise,45000,2024-07-19
C1235,Northstar Synthetic 1235,Europe,Mid-Market,154000,2024-11-09
C1236,Northstar Synthetic 1236,Asia Pacific,Growth,69000,2023-04-07
C1237,Northstar Synthetic 1237,North America,Enterprise,219000,2023-12-04
C1238,Northstar Synthetic 1238,Europe,Mid-Market,218000,2024-03-02
C1239,Northstar Synthetic 1239,Asia Pacific,Growth,94000,2024-10-20
C1240,Northstar Synthetic 1240,North America,Enterprise,138000,2025-01-12
C1241,Northstar Synthetic 1241,Europe,Mid-Market,84000,2024-01-21
C1242,Northstar Synthetic 1242,Asia Pacific,Growth,84000,2025-02-01
C1243,Northstar Synthetic 1243,North America,Enterprise,170000,2023-10-30
C1244,Northstar Synthetic 1244,Europe,Mid-Market,164000,2023-04-18
C1245,Northstar Synthetic 1245,Asia Pacific,Growth,236000,2025-03-15
C1246,Northstar Synthetic 1246,North America,Enterprise,116000,2023-04-16
C1247,Northstar Synthetic 1247,Europe,Mid-Market,63000,2024-05-08
C1248,Northstar Synthetic 1248,Asia Pacific,Growth,104000,2024-05-16
C1249,Northstar Synthetic 1249,North America,Enterprise,175000,2023-06-29
C1250,Northstar Synthetic 1250,Europe,Mid-Market,219000,2023-08-21
C1251,Northstar Synthetic 1251,Asia Pacific,Growth,177000,2024-04-15
C1252,Northstar Synthetic 1252,North America,Enterprise,148000,2024-01-12
C1253,Northstar Synthetic 1253,Europe,Mid-Market,154000,2023-09-25
C1254,Northstar Synthetic 1254,Asia Pacific,Growth,118000,2025-04-20
C1255,Northstar Synthetic 1255,North America,Enterprise,103000,2025-02-08
C1256,Northstar Synthetic 1256,Europe,Mid-Market,175000,2023-07-01
C1257,Northstar Synthetic 1257,Asia Pacific,Growth,26000,2024-09-13
C1258,Northstar Synthetic 1258,North America,Enterprise,86000,2023-02-20
C1259,Northstar Synthetic 1259,Europe,Mid-Market,80000,2024-02-18
C1260,Northstar Synthetic 1260,Asia Pacific,Growth,178000,2024-04-20
C1261,Northstar Synthetic 1261,North America,Enterprise,182000,2023-07-11
C1262,Northstar Synthetic 1262,Europe,Mid-Market,59000,2024-09-07
C1263,Northstar Synthetic 1263,Asia Pacific,Growth,175000,2023-07-06
C1264,Northstar Synthetic 1264,North America,Enterprise,77000,2023-01-13
C1265,Northstar Synthetic 1265,Europe,Mid-Market,62000,2025-03-07
C1266,Northstar Synthetic 1266,Asia Pacific,Growth,71000,2022-12-24
C1267,Northstar Synthetic 1267,North America,Enterprise,232000,2024-11-17
C1268,Northstar Synthetic 1268,Europe,Mid-Market,233000,2023-06-05
C1269,Northstar Synthetic 1269,Asia Pacific,Growth,116000,2024-02-13
C1270,Northstar Synthetic 1270,North America,Enterprise,212000,2024-06-23
C1271,Northstar Synthetic 1271,Europe,Mid-Market,123000,2024-06-27
C1272,Northstar Synthetic 1272,Asia Pacific,Growth,80000,2024-05-19
C1273,Northstar Synthetic 1273,North America,Enterprise,217000,2024-03-24
C1274,Northstar Synthetic 1274,Europe,Mid-Market,40000,2023-04-24
C1275,Northstar Synthetic 1275,Asia Pacific,Growth,115000,2024-10-27
C1276,Northstar Synthetic 1276,North America,Enterprise,125000,2024-06-02
C1277,Northstar Synthetic 1277,Europe,Mid-Market,139000,2024-12-01
C1278,Northstar Synthetic 1278,Asia Pacific,Growth,155000,2024-03-14
C1279,Northstar Synthetic 1279,North America,Enterprise,233000,2025-03-09
C1280,Northstar Synthetic 1280,Europe,Mid-Market,31000,2023-11-16
C1281,Northstar Synthetic 1281,Asia Pacific,Growth,186000,2024-11-03
C1282,Northstar Synthetic 1282,North America,Enterprise,209000,2023-08-04
C1283,Northstar Synthetic 1283,Europe,Mid-Market,81000,2024-05-27
C1284,Northstar Synthetic 1284,Asia Pacific,Growth,69000,2023-07-27
C1285,Northstar Synthetic 1285,North America,Enterprise,80000,2024-10-15
C1286,Northstar Synthetic 1286,Europe,Mid-Market,237000,2023-07-16
C1287,Northstar Synthetic 1287,Asia Pacific,Growth,127000,2024-03-08
C1288,Northstar Synthetic 1288,North America,Enterprise,207000,2024-04-19
C1289,Northstar Synthetic 1289,Europe,Mid-Market,90000,2025-01-20
C1290,Northstar Synthetic 1290,Asia Pacific,Growth,157000,2024-01-19
C1291,Northstar Synthetic 1291,North America,Enterprise,186000,2024-06-19
C1292,Northstar Synthetic 1292,Europe,Mid-Market,37000,2023-07-05
C1293,Northstar Synthetic 1293,Asia Pacific,Growth,171000,2024-03-27
C1294,Northstar Synthetic 1294,North America,Enterprise,187000,2024-06-19
C1295,Northstar Synthetic 1295,Europe,Mid-Market,76000,2024-11-22
C1296,Northstar Synthetic 1296,Asia Pacific,Growth,154000,2023-11-10
C1297,Northstar Synthetic 1297,North America,Enterprise,93000,2022-12-13
C1298,Northstar Synthetic 1298,Europe,Mid-Market,61000,2025-03-28
C1299,Northstar Synthetic 1299,Asia Pacific,Growth,41000,2024-04-11
C1300,Northstar Synthetic 1300,North America,Enterprise,57000,2024-06-22
C1301,Northstar Synthetic 1301,Europe,Mid-Market,233000,2024-07-18
C1302,Northstar Synthetic 1302,Asia Pacific,Growth,125000,2022-11-20
C1303,Northstar Synthetic 1303,North America,Enterprise,221000,2024-05-01
C1304,Northstar Synthetic 1304,Europe,Mid-Market,129000,2024-09-13
C1305,Northstar Synthetic 1305,Asia Pacific,Growth,114000,2023-12-01
C1306,Northstar Synthetic 1306,North America,Enterprise,59000,2023-04-10
C1307,Northstar Synthetic 1307,Europe,Mid-Market,140000,2023-02-01
C1308,Northstar Synthetic 1308,Asia Pacific,Growth,98000,2024-03-12
C1309,Northstar Synthetic 1309,North America,Enterprise,98000,2023-12-26
C1310,Northstar Synthetic 1310,Europe,Mid-Market,37000,2025-02-25
C1311,Northstar Synthetic 1311,Asia Pacific,Growth,26000,2022-12-14
C1312,Northstar Synthetic 1312,North America,Enterprise,123000,2023-04-29
C1313,Northstar Synthetic 1313,Europe,Mid-Market,49000,2023-10-19
C1314,Northstar Synthetic 1314,Asia Pacific,Growth,106000,2023-07-28
C1315,Northstar Synthetic 1315,North America,Enterprise,240000,2022-12-01
C1316,Northstar Synthetic 1316,Europe,Mid-Market,46000,2023-03-23
C1317,Northstar Synthetic 1317,Asia Pacific,Growth,144000,2024-09-21
C1318,Northstar Synthetic 1318,North America,Enterprise,191000,2022-12-26
C1319,Northstar Synthetic 1319,Europe,Mid-Market,37000,2024-11-29
C1320,Northstar Synthetic 1320,Asia Pacific,Growth,129000,2023-06-19
C1321,Northstar Synthetic 1321,North America,Enterprise,205000,2025-04-15
C1322,Northstar Synthetic 1322,Europe,Mid-Market,104000,2025-03-26
C1323,Northstar Synthetic 1323,Asia Pacific,Growth,169000,2024-09-06
C1324,Northstar Synthetic 1324,North America,Enterprise,53000,2024-05-06
C1325,Northstar Synthetic 1325,Europe,Mid-Market,127000,2025-03-20
C1326,Northstar Synthetic 1326,Asia Pacific,Growth,33000,2022-11-11
C1327,Northstar Synthetic 1327,North America,Enterprise,179000,2023-10-16
C1328,Northstar Synthetic 1328,Europe,Mid-Market,27000,2023-11-30
C1329,Northstar Synthetic 1329,Asia Pacific,Growth,152000,2024-05-07
C1330,Northstar Synthetic 1330,North America,Enterprise,90000,2024-08-19
C1331,Northstar Synthetic 1331,Europe,Mid-Market,138000,2024-06-27
C1332,Northstar Synthetic 1332,Asia Pacific,Growth,179000,2023-07-31
C1333,Northstar Synthetic 1333,North America,Enterprise,95000,2023-08-04
C1334,Northstar Synthetic 1334,Europe,Mid-Market,32000,2023-07-31
C1335,Northstar Synthetic 1335,Asia Pacific,Growth,30000,2023-10-20
C1336,Northstar Synthetic 1336,North America,Enterprise,232000,2024-11-30
C1337,Northstar Synthetic 1337,Europe,Mid-Market,44000,2024-10-01
C1338,Northstar Synthetic 1338,Asia Pacific,Growth,171000,2024-11-07
C1339,Northstar Synthetic 1339,North America,Enterprise,80000,2023-09-06
C1340,Northstar Synthetic 1340,Europe,Mid-Market,60000,2024-12-30
C1341,Northstar Synthetic 1341,Asia Pacific,Growth,192000,2025-03-18
C1342,Northstar Synthetic 1342,North America,Enterprise,91000,2024-10-17
C1343,Northstar Synthetic 1343,Europe,Mid-Market,116000,2024-12-15
C1344,Northstar Synthetic 1344,Asia Pacific,Growth,214000,2023-08-02
C1345,Northstar Synthetic 1345,North America,Enterprise,238000,2023-03-24
C1346,Northstar Synthetic 1346,Europe,Mid-Market,133000,2023-05-05
C1347,Northstar Synthetic 1347,Asia Pacific,Growth,37000,2023-12-25
C1348,Northstar Synthetic 1348,North America,Enterprise,95000,2023-06-24
C1349,Northstar Synthetic 1349,Europe,Mid-Market,237000,2025-01-28
C1350,Northstar Synthetic 1350,Asia Pacific,Growth,72000,2023-11-07
C1351,Northstar Synthetic 1351,North America,Enterprise,62000,2023-08-03
C1352,Northstar Synthetic 1352,Europe,Mid-Market,26000,2023-12-02
C1353,Northstar Synthetic 1353,Asia Pacific,Growth,72000,2023-05-12
C1354,Northstar Synthetic 1354,North America,Enterprise,182000,2024-02-11
C1355,Northstar Synthetic 1355,Europe,Mid-Market,192000,2023-03-12
C1356,Northstar Synthetic 1356,Asia Pacific,Growth,185000,2024-07-10
C1357,Northstar Synthetic 1357,North America,Enterprise,203000,2025-02-22
C1358,Northstar Synthetic 1358,Europe,Mid-Market,144000,2023-11-06
C1359,Northstar Synthetic 1359,Asia Pacific,Growth,82000,2023-09-15
C1360,Northstar Synthetic 1360,North America,Enterprise,107000,2023-09-05
C1361,Northstar Synthetic 1361,Europe,Mid-Market,218000,2022-11-13
C1362,Northstar Synthetic 1362,Asia Pacific,Growth,202000,2023-11-02
C1363,Northstar Synthetic 1363,North America,Enterprise,189000,2024-09-24
C1364,Northstar Synthetic 1364,Europe,Mid-Market,198000,2022-12-05
C1365,Northstar Synthetic 1365,Asia Pacific,Growth,129000,2024-01-13
C1366,Northstar Synthetic 1366,North America,Enterprise,93000,2023-05-31
C1367,Northstar Synthetic 1367,Europe,Mid-Market,126000,2023-05-03
C1368,Northstar Synthetic 1368,Asia Pacific,Growth,136000,2024-08-29
C1369,Northstar Synthetic 1369,North America,Enterprise,87000,2024-04-03
C1370,Northstar Synthetic 1370,Europe,Mid-Market,99000,2024-04-29
C1371,Northstar Synthetic 1371,Asia Pacific,Growth,116000,2023-01-16
C1372,Northstar Synthetic 1372,North America,Enterprise,95000,2023-08-09
C1373,Northstar Synthetic 1373,Europe,Mid-Market,126000,2023-01-09
C1374,Northstar Synthetic 1374,Asia Pacific,Growth,199000,2023-07-14
C1375,Northstar Synthetic 1375,North America,Enterprise,196000,2024-03-08
C1376,Northstar Synthetic 1376,Europe,Mid-Market,54000,2023-11-05
C1377,Northstar Synthetic 1377,Asia Pacific,Growth,216000,2025-04-09
C1378,Northstar Synthetic 1378,North America,Enterprise,188000,2023-04-16
C1379,Northstar Synthetic 1379,Europe,Mid-Market,55000,2025-02-19
C1380,Northstar Synthetic 1380,Asia Pacific,Growth,65000,2023-03-18
C1381,Northstar Synthetic 1381,North America,Enterprise,35000,2023-09-05
C1382,Northstar Synthetic 1382,Europe,Mid-Market,61000,2025-01-01
C1383,Northstar Synthetic 1383,Asia Pacific,Growth,232000,2025-04-19
C1384,Northstar Synthetic 1384,North America,Enterprise,60000,2023-09-22
C1385,Northstar Synthetic 1385,Europe,Mid-Market,194000,2024-08-22
C1386,Northstar Synthetic 1386,Asia Pacific,Growth,140000,2023-11-16
C1387,Northstar Synthetic 1387,North America,Enterprise,233000,2024-08-16
C1388,Northstar Synthetic 1388,Europe,Mid-Market,38000,2024-06-23
C1389,Northstar Synthetic 1389,Asia Pacific,Growth,37000,2024-08-23
C1390,Northstar Synthetic 1390,North America,Enterprise,94000,2023-07-24
C1391,Northstar Synthetic 1391,Europe,Mid-Market,237000,2024-11-12
C1392,Northstar Synthetic 1392,Asia Pacific,Growth,170000,2023-01-18
C1393,Northstar Synthetic 1393,North America,Enterprise,69000,2024-05-18
C1394,Northstar Synthetic 1394,Europe,Mid-Market,88000,2024-12-06
C1395,Northstar Synthetic 1395,Asia Pacific,Growth,149000,2025-01-01
C1396,Northstar Synthetic 1396,North America,Enterprise,156000,2023-11-06
C1397,Northstar Synthetic 1397,Europe,Mid-Market,166000,2024-02-01
C1398,Northstar Synthetic 1398,Asia Pacific,Growth,210000,2024-01-01
C1399,Northstar Synthetic 1399,North America,Enterprise,90000,2024-07-22
C1400,Northstar Synthetic 1400,Europe,Mid-Market,172000,2024-12-15
C1401,Northstar Synthetic 1401,Asia Pacific,Growth,66000,2023-09-14
C1402,Northstar Synthetic 1402,North America,Enterprise,51000,2024-09-28
C1403,Northstar Synthetic 1403,Europe,Mid-Market,181000,2023-02-14
C1404,Northstar Synthetic 1404,Asia Pacific,Growth,228000,2023-04-20
C1405,Northstar Synthetic 1405,North America,Enterprise,73000,2023-10-17
C1406,Northstar Synthetic 1406,Europe,Mid-Market,100000,2023-07-25
C1407,Northstar Synthetic 1407,Asia Pacific,Growth,30000,2025-03-17
C1408,Northstar Synthetic 1408,North America,Enterprise,51000,2024-10-01
C1409,Northstar Synthetic 1409,Europe,Mid-Market,175000,2023-01-18
C1410,Northstar Synthetic 1410,Asia Pacific,Growth,159000,2023-03-24
C1411,Northstar Synthetic 1411,North America,Enterprise,200000,2023-05-27
C1412,Northstar Synthetic 1412,Europe,Mid-Market,33000,2024-03-05
C1413,Northstar Synthetic 1413,Asia Pacific,Growth,112000,2025-04-17
C1414,Northstar Synthetic 1414,North America,Enterprise,208000,2025-02-19
C1415,Northstar Synthetic 1415,Europe,Mid-Market,191000,2024-05-28
C1416,Northstar Synthetic 1416,Asia Pacific,Growth,172000,2024-01-16
C1417,Northstar Synthetic 1417,North America,Enterprise,203000,2023-06-23
C1418,Northstar Synthetic 1418,Europe,Mid-Market,198000,2025-03-25
C1419,Northstar Synthetic 1419,Asia Pacific,Growth,106000,2025-04-17
C1420,Northstar Synthetic 1420,North America,Enterprise,41000,2024-04-16
C1421,Northstar Synthetic 1421,Europe,Mid-Market,124000,2022-11-23
C1422,Northstar Synthetic 1422,Asia Pacific,Growth,182000,2025-04-18
C1423,Northstar Synthetic 1423,North America,Enterprise,205000,2023-01-14
C1424,Northstar Synthetic 1424,Europe,Mid-Market,179000,2023-06-23
C1425,Northstar Synthetic 1425,Asia Pacific,Growth,86000,2023-07-03
C1426,Northstar Synthetic 1426,North America,Enterprise,108000,2023-08-25
C1427,Northstar Synthetic 1427,Europe,Mid-Market,141000,2024-03-26
C1428,Northstar Synthetic 1428,Asia Pacific,Growth,138000,2023-06-02
C1429,Northstar Synthetic 1429,North America,Enterprise,74000,2025-01-27
C1430,Northstar Synthetic 1430,Europe,Mid-Market,55000,2024-02-15
C1431,Northstar Synthetic 1431,Asia Pacific,Growth,58000,2025-01-16
C1432,Northstar Synthetic 1432,North America,Enterprise,208000,2024-08-01
C1433,Northstar Synthetic 1433,Europe,Mid-Market,108000,2023-10-17
C1434,Northstar Synthetic 1434,Asia Pacific,Growth,64000,2024-05-11
C1435,Northstar Synthetic 1435,North America,Enterprise,103000,2023-07-21
C1436,Northstar Synthetic 1436,Europe,Mid-Market,113000,2024-12-30
C1437,Northstar Synthetic 1437,Asia Pacific,Growth,224000,2023-10-06
C1438,Northstar Synthetic 1438,North America,Enterprise,195000,2023-08-22
C1439,Northstar Synthetic 1439,Europe,Mid-Market,192000,2024-08-02
C1440,Northstar Synthetic 1440,Asia Pacific,Growth,193000,2022-12-20
C1441,Northstar Synthetic 1441,North America,Enterprise,82000,2023-02-01
C1442,Northstar Synthetic 1442,Europe,Mid-Market,182000,2024-07-31
C1443,Northstar Synthetic 1443,Asia Pacific,Growth,190000,2024-07-22
C1444,Northstar Synthetic 1444,North America,Enterprise,30000,2024-03-31
C1445,Northstar Synthetic 1445,Europe,Mid-Market,178000,2023-04-01
C1446,Northstar Synthetic 1446,Asia Pacific,Growth,79000,2024-06-07
C1447,Northstar Synthetic 1447,North America,Enterprise,90000,2024-05-01
C1448,Northstar Synthetic 1448,Europe,Mid-Market,111000,2024-03-21
C1449,Northstar Synthetic 1449,Asia Pacific,Growth,92000,2024-09-28
C1450,Northstar Synthetic 1450,North America,Enterprise,185000,2023-10-09
C1451,Northstar Synthetic 1451,Europe,Mid-Market,54000,2024-04-27
C1452,Northstar Synthetic 1452,Asia Pacific,Growth,44000,2023-12-05
C1453,Northstar Synthetic 1453,North America,Enterprise,111000,2022-12-02
C1454,Northstar Synthetic 1454,Europe,Mid-Market,179000,2024-09-22
C1455,Northstar Synthetic 1455,Asia Pacific,Growth,89000,2022-12-24
C1456,Northstar Synthetic 1456,North America,Enterprise,171000,2025-02-26
C1457,Northstar Synthetic 1457,Europe,Mid-Market,32000,2023-04-05
C1458,Northstar Synthetic 1458,Asia Pacific,Growth,234000,2024-11-17
C1459,Northstar Synthetic 1459,North America,Enterprise,73000,2023-12-30
C1460,Northstar Synthetic 1460,Europe,Mid-Market,45000,2024-04-02
C1461,Northstar Synthetic 1461,Asia Pacific,Growth,191000,2024-12-21
C1462,Northstar Synthetic 1462,North America,Enterprise,138000,2023-04-06
C1463,Northstar Synthetic 1463,Europe,Mid-Market,137000,2024-10-07
C1464,Northstar Synthetic 1464,Asia Pacific,Growth,103000,2023-01-18
C1465,Northstar Synthetic 1465,North America,Enterprise,218000,2025-03-20
C1466,Northstar Synthetic 1466,Europe,Mid-Market,184000,2024-03-07
C1467,Northstar Synthetic 1467,Asia Pacific,Growth,239000,2025-03-20
C1468,Northstar Synthetic 1468,North America,Enterprise,28000,2023-02-27
C1469,Northstar Synthetic 1469,Europe,Mid-Market,45000,2023-01-01
C1470,Northstar Synthetic 1470,Asia Pacific,Growth,30000,2025-01-01
C1471,Northstar Synthetic 1471,North America,Enterprise,78000,2022-12-25
C1472,Northstar Synthetic 1472,Europe,Mid-Market,34000,2024-10-11
C1473,Northstar Synthetic 1473,Asia Pacific,Growth,138000,2023-06-03
C1474,Northstar Synthetic 1474,North America,Enterprise,162000,2023-04-23
C1475,Northstar Synthetic 1475,Europe,Mid-Market,187000,2022-12-06
C1476,Northstar Synthetic 1476,Asia Pacific,Growth,116000,2023-04-01
C1477,Northstar Synthetic 1477,North America,Enterprise,176000,2023-12-02
C1478,Northstar Synthetic 1478,Europe,Mid-Market,135000,2024-06-01
C1479,Northstar Synthetic 1479,Asia Pacific,Growth,36000,2023-12-09
C1480,Northstar Synthetic 1480,North America,Enterprise,180000,2025-01-07
C1481,Northstar Synthetic 1481,Europe,Mid-Market,46000,2023-12-25
C1482,Northstar Synthetic 1482,Asia Pacific,Growth,161000,2024-06-13
C1483,Northstar Synthetic 1483,North America,Enterprise,225000,2023-09-28
C1484,Northstar Synthetic 1484,Europe,Mid-Market,200000,2024-01-25
C1485,Northstar Synthetic 1485,Asia Pacific,Growth,91000,2024-06-10
C1486,Northstar Synthetic 1486,North America,Enterprise,221000,2025-02-20
C1487,Northstar Synthetic 1487,Europe,Mid-Market,108000,2024-07-21
C1488,Northstar Synthetic 1488,Asia Pacific,Growth,233000,2024-05-17
C1489,Northstar Synthetic 1489,North America,Enterprise,29000,2023-10-10
C1490,Northstar Synthetic 1490,Europe,Mid-Market,127000,2024-07-18
C1491,Northstar Synthetic 1491,Asia Pacific,Growth,224000,2024-11-17
C1492,Northstar Synthetic 1492,North America,Enterprise,227000,2024-06-27
C1493,Northstar Synthetic 1493,Europe,Mid-Market,211000,2022-11-12
C1494,Northstar Synthetic 1494,Asia Pacific,Growth,238000,2025-02-22
C1495,Northstar Synthetic 1495,North America,Enterprise,162000,2024-08-10
C1496,Northstar Synthetic 1496,Europe,Mid-Market,206000,2024-04-09
C1497,Northstar Synthetic 1497,Asia Pacific,Growth,50000,2023-10-04
C1498,Northstar Synthetic 1498,North America,Enterprise,157000,2025-02-17
C1499,Northstar Synthetic 1499,Europe,Mid-Market,122000,2023-11-19
C1500,Northstar Synthetic 1500,Asia Pacific,Growth,109000,2023-01-16
C1501,Northstar Synthetic 1501,North America,Enterprise,217000,2024-07-16
C1502,Northstar Synthetic 1502,Europe,Mid-Market,42000,2022-12-05
C1503,Northstar Synthetic 1503,Asia Pacific,Growth,169000,2024-11-05
C1504,Northstar Synthetic 1504,North America,Enterprise,135000,2024-09-16
C1505,Northstar Synthetic 1505,Europe,Mid-Market,221000,2024-10-18
C1506,Northstar Synthetic 1506,Asia Pacific,Growth,186000,2024-03-29
C1507,Northstar Synthetic 1507,North America,Enterprise,156000,2025-01-21
C1508,Northstar Synthetic 1508,Europe,Mid-Market,198000,2024-02-10
